model,mae,rmse,mape,smape,mase,training_time_seconds,prediction_time_seconds
Random Forest,0.033559071179567516,1.0434908692075076,0.002605319997459859,0.0025623022921524097,0.00029593589352601803,10.580783400000655,0.06371179999950982
XGBoost,1.1113588396422727,2.688060778547422,0.07562787347514693,0.0755721160001907,0.00980035977389685,2.7019971999998234,0.01055369999994582
