model,mae,rmse,mape,smape
"ARIMA(2,1,2)",79.85853731844163,100.36777915671452,5.377366337758267,5.3376632741175865
"SARIMA(1,1,1)(1,1,1,24)",80.02442603762141,100.59141231402373,5.377545279488716,5.34873923857279
